generation,min_string,min_fitness,max_string,max_fitness,avg_fitness,sum_fitness
10,01011011111011110010100000110110101110001110011101100101000000100011101101000100,0.00032270233985810223,01011011111011110010100001110100111110001010011110100101001000100111110001001111,0.9507976915835767,0.5306940849595748,53.06940849595748
11,01011011011011100010100000111110111110001110011100110101010001001011101000100110,0.00032566814951579296,01011011110011100110001101001110111110001010011110100101000000100111110001000111,0.9400819759147264,0.5986299372403785,59.86299372403785
12,01011011110011100110001111001110111110001110011110100100000000100111110001100111,0.00031917737321251506,01011011111011110011100000100110111110001010011110100101011100110101000011101110,0.9510479540218242,0.6147466630887152,61.47466630887151
13,01011011011111110110001101000010110100001110011100100101001001100011110011100101,0.0003265750033986856,01011011110011100010100000010110111110001010011110100101011100110101010010101011,0.9403102608606315,0.6588093678924959,65.88093678924959
14,01111011111011111111000000100110111110001010011100100101000001100011100101010100,0.015009628316752201,01011011111011110010000000001110111110001010011110100101000000110101010101100110,0.9506989190434127,0.7200632165288389,72.00632165288388
15,01011011101010100110000100110110101110001110011100100101000101001011110011110111,0.0003265068866986211,01011011111011110010100000001110111110001010011110100101000000110101010100100111,0.9507063234658536,0.662880462924714,66.2880462924714
16,01011011010001100110100101000110111110001110011110100100000000010101011000100111,0.00031939784425796727,01011011111111110010100100100110110110001010011110110101000000100011110111100110,0.9651093444337138,0.6690673741918165,66.90673741918165
17,00011011010001100110100010110110111110001010011101100101001000100001111101101101,0.0003394157247781003,01011011111111110010101101010110111110001010011110110101000101001010101011101101,0.9651582083902015,0.699610428167134,69.9610428167134
18,00011011011011111111110000100110111010000010011100100101100001100111110001000111,0.00033016495232910433,01011011111001100110001101010110111110001010011110110101000101001011110000100110,0.9596868642835361,0.7124725032566812,71.24725032566812
19,01011011110011100010000000110110101110101110011100100100000000010101011000100111,0.00032650826174663255,01011011111110100010100000110110111110001010011110110101000000100101010011100110,0.9642804192633305,0.7470007083823889,74.70007083823889
20,01111011110011100110000000001110111010001010011100100101100000100011110001010101,0.01504209586471069,01011011111010100010100000110110111110011010011110110101000000100101010011100110,0.960691272901269,0.751952499409446,75.19524994094459
21,01011011101010111110100000110110101110001110011100010101001100000011100000100110,0.0003274294831929041,01011011111011110010000000110000111110001010011111100011000000100010110001000101,0.9856495255062556,0.7290398924039434,72.90398924039434
22,01011011111110100010100000110110010110001110011101100111000001101111100001000111,0.00032256780121290223,01011011111111000110100000110110111110011010011110100101000000100100111101101101,0.9533659222607325,0.7085033962999545,70.85033962999545
23,01011011111011110010000000100110100110101110011100000001000100110101010010000010,0.0003284882808001929,01011011101010110100000110110011111110001010011111100111000000100011100000101101,0.9572636237707345,0.7113146306573245,71.13146306573245
24,01011011111011110010000001110110111110001110011101100111000000100011111010110100,0.0003225879389121547,01011011111111110110000001110110101110001010011110100101000000101100111101101101,0.9538325785714064,0.7728581325898558,77.28581325898558
25,01011011111011111000000101000110111010001110011101110101000000010101011000100111,0.0003217878010994608,01011011111110100010101000111110101110001010011110100101001001110101011000010110,0.9530912234063745,0.754586311425645,75.4586311425645
26,01011011101011110010000000110010110110001110011101110101000000010101011000101101,0.00032189685664439285,01011011111011100000100001111110010110011010011110110001000111110101011000100111,0.9590894635633972,0.7566646968369909,75.66646968369909
27,11011011101101100110001000110110110110001110011100110100000000010101011000100111,0.0001517194740617437,01011011110011100010100000110110010110101010011110110101000100100101110000100111,0.9510846392562796,0.7468669034962211,74.68669034962211
28,01011011100010011111100000100110010110011110011100110001000100100010010000000111,0.00032586546105773626,01011011110011100010100000110110010110101010011111110101000100100101110000100110,0.9797116551767951,0.7304530399239478,73.04530399239478
29,01011011011010111100101000110110010010101110011110110101000100100101110000100111,0.0003183769049102528,01011011111110100011101010000111110100001010011111110101010001000100011101011100,0.9935212704224468,0.7681541693914727,76.81541693914727
30,01011011111110101001101010110100110111001110011111110101000000100001010011000011,0.0003145746501629462,01011011111011100000000001000110111110001010011111110101000000000111100001000111,0.9907733562441482,0.7408453898584739,74.08453898584739
31,01011011101011010010001001110110010110101110011111110101000100100101110000100110,0.0003146987562966728,01011011111010011111000001000110111110001010011111100001000101100100010100100101,0.983572631409515,0.7252748442386451,72.52748442386451
