generation,min_string,min_fitness,max_string,max_fitness,avg_fitness,sum_fitness
0,10000000000000000000000000000000000000000000110011001100110011001100110011001101,0.00017015484090554078,10000000000000000000000000000000000000000000110011001100110011001100110011001101,0.00017015484090554078,0.00017015484090554078,0.01701548409055408
1,00000000000010000000000000000000000000000000110011001100110011001100110011001101,9.533339828196191e-05,10000000000000000000000000000000000000001000110011001100110011001100110011001101,0.0072992700730304975,0.00024026462036967763,0.024026462036967764
2,10000000000000000100000000000000000000000000010011001100110011001100110011001101,0.0001288540181607142,10000000000000000000000000000010000000001001110011001100110011001100110011001101,0.012297641356360235,0.002605754130251343,0.2605754130251343
3,00000000111000000000000100000000000000000000110011001100110011001100110011001101,9.718545831790754e-05,10011001000000000000000000001000000000001000110011001100110011001100110011001101,0.017974243422903335,0.007350074350332114,0.7350074350332114
4,00000000111000000000000100000000000000010000110011001100110011001100110001101101,9.718545828297536e-05,10100001000000000000000000000000000000001000110011001100110011001100110011001101,0.04174727689623585,0.008035776319472483,0.8035776319472483
5,00000000010000000000100000000000000000001000110011001100110011001100110110001101,0.00012068186098582604,10100001000000000000000000000000000000001000110011001100110111001100110111000101,0.041747955006353046,0.010129764501035164,1.0129764501035163
6,10000000000000000000000000000000000000000000110011001100110011011100110011001101,0.00017015493423216417,10100001000000000000000000000010010000001001110011001100110011101100110010001101,0.1714044329137665,0.015897016169016433,1.5897016169016431
7,10011011010010000000000000001000000000010000100011001100110011001100100011001101,0.00014388972825015275,10101000000000000000000000000010010000001001110011001100110011101100110010001101,0.2905557026450902,0.054523835220696905,5.452383522069691
8,00000000000000000000000000000110000000001001111011001100110011001100110111001101,0.00011789997979024109,10100011000000000000000000000000000000001001110011001100111010001110110011001101,0.30710774433838284,0.1307391350039637,13.073913500396369
9,10100101010000000000000000000010000000000001110011001100110011101100110011000101,0.000308676955873507,10101000000000000000000000000010010000001001100011001100100011001000110011001101,0.6626848951412536,0.15803826707669283,15.803826707669282
10,00100001000000000000000000000000000000001001110011001100110011001100100011001111,0.00044733549774541366,10101000000000000000000000000010010000001001100011001100100011001000110011001101,0.6626848951412536,0.1953834866226183,19.538348662261832
11,11110001000000000000000001000000000000001001110011001100111011101100110011001101,0.00020681824981022204,10101000000000000000000000000010010000001001100011001100100011001000110010001101,0.6626848953791628,0.21827275698220397,21.827275698220397
12,10100001000000010000000100000010001000000001110011001110100011011111000011011101,0.00030841087639435917,10101000000000000000000000000010010000001001100011001100100011001000110010001101,0.6626848953791628,0.2586863337242641,25.86863337242641
13,10100001000100000000000000000010010000000001000011001100100011001100100011000101,0.00019158912646430603,10100101000100000100000000000010010000001001100111001100100011111111000011011101,0.7343172587755337,0.33890755047656484,33.890755047656484
14,10101000001000000000100000000100000000000001100011001100100011001100100011000101,0.00026147973733747423,10100101000100000100000000000010010000001001100111001100100011101000110001001101,0.7343158814041371,0.38482319481636196,38.482319481636196
15,11100011000000100000000000000100001000001011110011000100110011011100110011101101,0.0002929760533607643,10101000000000000000000000000010010000011001100011001100000011000100100011000101,0.662715982573623,0.45321994263702686,45.321994263702685
16,10101000000000000011000001000010010000000001100011001100100011001001110111011101,0.00026148386988718997,10101000000000000000001000000010010000011001100011001100000011001000110011101111,0.6627069736757402,0.4670549924744271,46.70549924744271
17,10101000000000000011000001000010010000000001100011001100100011001100110111011101,0.0002614839003007703,10101000000000000011000001000010010000001001100010001100100011001000110111011101,0.663855652723277,0.5335787435564429,53.357874355644284
18,10101000101000000011000001000011010000000001110001001100100011001000110011101111,0.00030227306137287806,10101000000000000000000000000010010000001001100010011100100011001000110011001100,0.6642064579379906,0.5370219520992485,53.70219520992485
19,10101000001000010000000000000010010000010001100011001000100011001000110111011101,0.0002613135258039425,10101000000000000000000000000010010000001001100010001101100011001000110111011101,0.664080849173276,0.5367472771414435,53.67472771414435
20,11101010000000000000000000000010010000101001100011011101100011001000110111011101,0.0002801601311755396,10101000000000000000001000000010010000011001100010001101100011001000110111010101,0.6640722728303775,0.5485944389876718,54.859443898767175
21,10101000000000000010100000000010010000011101100001001100100011011100100111011101,0.0005144396715801241,10101000000000000000000000000010000101011001100011001100100011001100100011000101,0.6626848410074997,0.5673361405933145,56.73361405933145
22,10101000000000100000100000000010010000010001100011101100110011001100100010001101,0.00026282717107192945,10101000000000000010001000000010010000011001100010001101100011001000110111010101,0.66393505440974,0.5086949695074608,50.86949695074609
23,10101000000000000000000000100000010010010000100011001100100011001000110011000101,0.00014334433521277063,10101000000000000101000000000010010010011001100010101101100001001100100011000101,0.6636533150387224,0.5480452368689439,54.80452368689439
24,10101000000000110000100000000010010000010001100010001101100011001000110111010100,0.0002588838329118564,10101000000000000010100000000010010000001001100010011100110111001100100011000101,0.6640324760395926,0.5651951881921518,56.51951881921518
25,10111000010000000010100000000011010000000001100011001100110011001000100011010101,0.00025676353644089314,10101000000000000000001000110111011000001001100010001100110011001100101110011101,0.6640576753332934,0.545580459815215,54.558045981521495
26,11101100001011000000100100000110110000011001100011001100100001001111000011011111,0.0002553411152388051,10101000000000000010100000000000010000001001100010101100100001001110100010001101,0.6638511362359867,0.5380952642957932,53.80952642957932
27,10111000000000000010000000100011010111011001100110001100100010011111110110001100,0.0094692100256248,10101000000000000000001000000110000010011001100010011100110111001111110110001101,0.6641973024522185,0.5575139204227875,55.751392042278745
28,10101000000000010010000000000011011000011101100011101100100001001100110011101001,0.0004989987713621645,10101000000000000000001000000110000010011001100010011100110111001111110110001101,0.6641973024522185,0.5624361430813584,56.24361430813583
29,10101000101001110000100100000010010000010001100011101100000011011111000010000101,0.00026277167448261263,10101000000000000000001000000110000010011001100010011100110111011111000011000110,0.6641972968064819,0.5031335159277259,50.3133515927726
